@relation stock
@attribute open real
@attribute high real
@attribute low real
@attribute close real
@data
1.5,1.5,1.5,1.5
13.11,13.11,13.11,13.11
24.9,24.9,24.9,24.9
7.05,7.05,7.05,7.05
10.7,10.7,10.7,10.7
25.4,25.4,25.4,25.4
97.77,97.77,97.77,97.77
53.02,53.02,53.02,53.02
34.39,34.39,34.39,34.39
4.9,4.9,4.9,4.9
2.12,2.12,2.12,2.12
27.3,27.3,27.3,27.3
5.48,5.48,5.48,5.48
7.46,7.46,7.46,7.46
38.52,38.52,38.52,38.52
14.65,14.65,14.65,14.65
18.5,18.5,18.5,18.5
56.59,56.59,56.59,56.59
0.6749,0.6749,0.6749,0.6749
42.76,42.76,42.76,42.76
1.37,1.37,1.37,1.37
1.33,1.33,1.33,1.33
3.26,3.26,3.26,3.26
21.75,21.75,21.75,21.75
6.73,6.73,6.73,6.73
5.3,5.3,5.3,5.3
4.58,4.58,4.58,4.58
14.88,14.88,14.88,14.88
33.21,33.21,33.21,33.21
31.25,31.25,31.25,31.25
43.49,43.49,43.49,43.49
46.11,46.11,46.11,46.11
2.55,2.55,2.55,2.55
0.1715,0.1715,0.1715,0.1715
3.15,3.15,3.15,3.15
1.97,1.97,1.97,1.97
52.79,52.79,52.79,52.79
45.94,45.94,45.94,45.94
8.11,8.11,8.11,8.11
9.16,9.16,9.16,9.16
255.44,255.44,255.44,255.44
33.2,33.2,33.2,33.2
17.92,17.92,17.92,17.92
1.11,1.11,1.11,1.11
45.74,45.74,45.74,45.74
52.13,52.13,52.13,52.13
51.92,51.92,51.92,51.92
19.4,19.4,19.4,19.4
4.72,4.72,4.72,4.72
71.89,71.89,71.89,71.89
6.78,6.78,6.78,6.78
1.29,1.29,1.29,1.29
41.59,41.59,41.59,41.59
68.04,68.04,68.04,68.04
0.1726,0.1726,0.1726,0.1726
6.12,6.12,6.12,6.12
46.5,46.5,46.5,46.5
1.52,1.52,1.52,1.52
34.54,34.54,34.54,34.54
2.06,2.06,2.06,2.06
6.04,6.04,6.04,6.04
7.87,7.87,7.87,7.87
